itemName,trialNr,submission_id,targetOption,answerType,response,categorized_response,by_trial_nr
box-muffins,2,3916,itemQuestion,otherCategory,41,itemQuestion,461
box-muffins,2,3916,itemQuestion,mostSimilar,57,itemQuestion,461
towel-hair,3,3916,itemQuestion,itemQuestion,99,itemQuestion,462
towel-hair,3,3916,itemQuestion,competitor,0,itemQuestion,462
towel-hair,3,3916,itemQuestion,sameCategory,78,itemQuestion,462
towel-hair,3,3916,itemQuestion,otherCategory,53,itemQuestion,462
towel-hair,3,3916,itemQuestion,mostSimilar,76,itemQuestion,462
bottle-plants,4,3916,itemQuestion,itemQuestion,100,itemQuestion,463
bottle-plants,4,3916,itemQuestion,competitor,99,itemQuestion,463
bottle-plants,4,3916,itemQuestion,sameCategory,53,itemQuestion,463
bottle-plants,4,3916,itemQuestion,otherCategory,1,itemQuestion,463
bottle-plants,4,3916,itemQuestion,mostSimilar,36,itemQuestion,463
postit-board,5,3916,itemQuestion,itemQuestion,99,itemQuestion,464
postit-board,5,3916,itemQuestion,competitor,14,itemQuestion,464
postit-board,5,3916,itemQuestion,sameCategory,81,itemQuestion,464
postit-board,5,3916,itemQuestion,otherCategory,0,itemQuestion,464
postit-board,5,3916,itemQuestion,mostSimilar,19,itemQuestion,464
candy-halloween,1,3917,itemQuestion,itemQuestion,100,itemQuestion,465
candy-halloween,1,3917,itemQuestion,competitor,7,itemQuestion,465
candy-halloween,1,3917,itemQuestion,sameCategory,19,itemQuestion,465
candy-halloween,1,3917,itemQuestion,otherCategory,13,itemQuestion,465
candy-halloween,1,3917,itemQuestion,mostSimilar,68,itemQuestion,465
box-muffins,2,3917,itemQuestion,itemQuestion,100,itemQuestion,466
box-muffins,2,3917,itemQuestion,competitor,65,itemQuestion,466
box-muffins,2,3917,itemQuestion,sameCategory,6,itemQuestion,466
box-muffins,2,3917,itemQuestion,otherCategory,16,itemQuestion,466
box-muffins,2,3917,itemQuestion,mostSimilar,78,itemQuestion,466
blanket-sleepover,3,3917,itemQuestion,itemQuestion,100,itemQuestion,467
blanket-sleepover,3,3917,itemQuestion,competitor,66,itemQuestion,467
blanket-sleepover,3,3917,itemQuestion,sameCategory,1,itemQuestion,467
blanket-sleepover,3,3917,itemQuestion,otherCategory,17,itemQuestion,467
blanket-sleepover,3,3917,itemQuestion,mostSimilar,0,itemQuestion,467
sweatpants-sleepover,5,3917,itemQuestion,itemQuestion,100,itemQuestion,468
sweatpants-sleepover,5,3917,itemQuestion,competitor,75,itemQuestion,468
sweatpants-sleepover,5,3917,itemQuestion,sameCategory,42,itemQuestion,468
sweatpants-sleepover,5,3917,itemQuestion,otherCategory,7,itemQuestion,468
sweatpants-sleepover,5,3917,itemQuestion,mostSimilar,37,itemQuestion,468
towel-clothes,1,3918,itemQuestion,itemQuestion,99,itemQuestion,469
towel-clothes,1,3918,itemQuestion,competitor,89,itemQuestion,469
towel-clothes,1,3918,itemQuestion,sameCategory,74,itemQuestion,469
towel-clothes,1,3918,itemQuestion,otherCategory,22,itemQuestion,469
towel-clothes,1,3918,itemQuestion,mostSimilar,64,itemQuestion,469
candy-dessert,3,3918,itemQuestion,itemQuestion,100,itemQuestion,470
candy-dessert,3,3918,itemQuestion,competitor,68,itemQuestion,470
candy-dessert,3,3918,itemQuestion,sameCategory,34,itemQuestion,470
candy-dessert,3,3918,itemQuestion,otherCategory,32,itemQuestion,470
candy-dessert,3,3918,itemQuestion,mostSimilar,76,itemQuestion,470
pot-jam,4,3918,itemQuestion,itemQuestion,100,itemQuestion,471
pot-jam,4,3918,itemQuestion,competitor,62,itemQuestion,471
pot-jam,4,3918,itemQuestion,sameCategory,33,itemQuestion,471
pot-jam,4,3918,itemQuestion,otherCategory,38,itemQuestion,471
pot-jam,4,3918,itemQuestion,mostSimilar,80,itemQuestion,471
sweatpants-spill,5,3918,itemQuestion,itemQuestion,100,itemQuestion,472
sweatpants-spill,5,3918,itemQuestion,competitor,69,itemQuestion,472
sweatpants-spill,5,3918,itemQuestion,sameCategory,74,itemQuestion,472
sweatpants-spill,5,3918,itemQuestion,otherCategory,73,itemQuestion,472
sweatpants-spill,5,3918,itemQuestion,mostSimilar,26,itemQuestion,472
broom-renovation,1,3919,itemQuestion,itemQuestion,100,itemQuestion,473
broom-renovation,1,3919,itemQuestion,competitor,89,itemQuestion,473
broom-renovation,1,3919,itemQuestion,sameCategory,0,itemQuestion,473
broom-renovation,1,3919,itemQuestion,otherCategory,0,itemQuestion,473
broom-renovation,1,3919,itemQuestion,mostSimilar,79,itemQuestion,473
umbrella-summer,2,3919,itemQuestion,itemQuestion,100,itemQuestion,474
umbrella-summer,2,3919,itemQuestion,competitor,82,itemQuestion,474
umbrella-summer,2,3919,itemQuestion,sameCategory,21,itemQuestion,474
umbrella-summer,2,3919,itemQuestion,otherCategory,50,itemQuestion,474
umbrella-summer,2,3919,itemQuestion,mostSimilar,0,itemQuestion,474
sugar-coffee,4,3919,itemQuestion,itemQuestion,100,itemQuestion,475
sugar-coffee,4,3919,itemQuestion,competitor,53,itemQuestion,475
sugar-coffee,4,3919,itemQuestion,sameCategory,49,itemQuestion,475
sugar-coffee,4,3919,itemQuestion,otherCategory,0,itemQuestion,475
sugar-coffee,4,3919,itemQuestion,mostSimilar,87,itemQuestion,475
box-muffins,5,3919,itemQuestion,itemQuestion,100,itemQuestion,476
box-muffins,5,3919,itemQuestion,competitor,72,itemQuestion,476
box-muffins,5,3919,itemQuestion,sameCategory,71,itemQuestion,476
box-muffins,5,3919,itemQuestion,otherCategory,0,itemQuestion,476
box-muffins,5,3919,itemQuestion,mostSimilar,73,itemQuestion,476
pot-jam,2,3920,itemQuestion,itemQuestion,100,itemQuestion,477
pot-jam,2,3920,itemQuestion,competitor,70,itemQuestion,477
pot-jam,2,3920,itemQuestion,sameCategory,0,itemQuestion,477
pot-jam,2,3920,itemQuestion,otherCategory,39,itemQuestion,477
pot-jam,2,3920,itemQuestion,mostSimilar,50,itemQuestion,477
broom-snow,3,3920,itemQuestion,itemQuestion,100,itemQuestion,478
broom-snow,3,3920,itemQuestion,competitor,29,itemQuestion,478
broom-snow,3,3920,itemQuestion,sameCategory,70,itemQuestion,478
broom-snow,3,3920,itemQuestion,otherCategory,0,itemQuestion,478
broom-snow,3,3920,itemQuestion,mostSimilar,60,itemQuestion,478
blanket-transportation,4,3920,itemQuestion,itemQuestion,100,itemQuestion,479
blanket-transportation,4,3920,itemQuestion,competitor,0,itemQuestion,479
blanket-transportation,4,3920,itemQuestion,sameCategory,55,itemQuestion,479
blanket-transportation,4,3920,itemQuestion,otherCategory,27,itemQuestion,479
blanket-transportation,4,3920,itemQuestion,mostSimilar,34,itemQuestion,479
handkerchief-sauce,5,3920,itemQuestion,itemQuestion,100,itemQuestion,480
handkerchief-sauce,5,3920,itemQuestion,competitor,59,itemQuestion,480
handkerchief-sauce,5,3920,itemQuestion,sameCategory,37,itemQuestion,480
handkerchief-sauce,5,3920,itemQuestion,otherCategory,0,itemQuestion,480
handkerchief-sauce,5,3920,itemQuestion,mostSimilar,69,itemQuestion,480
postit-reading,1,3921,itemQuestion,itemQuestion,100,itemQuestion,481
postit-reading,1,3921,itemQuestion,competitor,0,itemQuestion,481
postit-reading,1,3921,itemQuestion,sameCategory,93,itemQuestion,481
postit-reading,1,3921,itemQuestion,otherCategory,76,itemQuestion,481
postit-reading,1,3921,itemQuestion,mostSimilar,14,itemQuestion,481
sugar-baking,2,3921,itemQuestion,itemQuestion,100,itemQuestion,482
sugar-baking,2,3921,itemQuestion,competitor,42,itemQuestion,482
sugar-baking,2,3921,itemQuestion,sameCategory,83,itemQuestion,482
sugar-baking,2,3921,itemQuestion,otherCategory,0,itemQuestion,482
sugar-baking,2,3921,itemQuestion,mostSimilar,83,itemQuestion,482
handkerchief-sauce,3,3921,itemQuestion,itemQuestion,100,itemQuestion,483
handkerchief-sauce,3,3921,itemQuestion,competitor,90,itemQuestion,483
handkerchief-sauce,3,3921,itemQuestion,sameCategory,6,itemQuestion,483
handkerchief-sauce,3,3921,itemQuestion,otherCategory,0,itemQuestion,483
handkerchief-sauce,3,3921,itemQuestion,mostSimilar,84,itemQuestion,483
broom-snow,5,3921,itemQuestion,itemQuestion,100,itemQuestion,484
broom-snow,5,3921,itemQuestion,competitor,95,itemQuestion,484
broom-snow,5,3921,itemQuestion,sameCategory,4,itemQuestion,484
broom-snow,5,3921,itemQuestion,otherCategory,0,itemQuestion,484
broom-snow,5,3921,itemQuestion,mostSimilar,68,itemQuestion,484
bottle-plants,1,3922,itemQuestion,itemQuestion,99,itemQuestion,485
bottle-plants,1,3922,itemQuestion,competitor,99,itemQuestion,485
bottle-plants,1,3922,itemQuestion,sameCategory,99,itemQuestion,485
bottle-plants,1,3922,itemQuestion,otherCategory,8,itemQuestion,485
bottle-plants,1,3922,itemQuestion,mostSimilar,99,itemQuestion,485
towel-hair,3,3922,itemQuestion,itemQuestion,99,itemQuestion,486
towel-hair,3,3922,itemQuestion,competitor,99,itemQuestion,486
towel-hair,3,3922,itemQuestion,sameCategory,72,itemQuestion,486
towel-hair,3,3922,itemQuestion,otherCategory,100,itemQuestion,486
towel-hair,3,3922,itemQuestion,mostSimilar,28,itemQuestion,486
umbrella-summer,4,3922,itemQuestion,itemQuestion,100,itemQuestion,487
umbrella-summer,4,3922,itemQuestion,competitor,74,itemQuestion,487
umbrella-summer,4,3922,itemQuestion,sameCategory,70,itemQuestion,487
umbrella-summer,4,3922,itemQuestion,otherCategory,37,itemQuestion,487
umbrella-summer,4,3922,itemQuestion,mostSimilar,34,itemQuestion,487
sweatpants-sleepover,5,3922,itemQuestion,itemQuestion,99,itemQuestion,488
sweatpants-sleepover,5,3922,itemQuestion,competitor,100,itemQuestion,488
sweatpants-sleepover,5,3922,itemQuestion,sameCategory,99,itemQuestion,488
sweatpants-sleepover,5,3922,itemQuestion,otherCategory,21,itemQuestion,488
sweatpants-sleepover,5,3922,itemQuestion,mostSimilar,98,itemQuestion,488
